mine_id,mine_name,mine_type,year,month,rainfall_mm,avg_temperature_c,soil_moisture_pct,equipment_availability_pct,downtime_hours,labor_availability_pct,planned_target_tonnes,actual_production_tonnes,shortfall_tonnes,shortfall_pct,shortfall_event,prev_month_efficiency
MN-UKW-02,Ukwa Mine,underground,2022,2,16.2,24.2,18.2,95.4,0.0,90.6,6278.1,6060.1,218.0,3.472388142909479,0,0.979131162271868
MN-UKW-02,Ukwa Mine,underground,2022,3,9.9,30.1,13.2,96.6,5.2,100.0,6365.6,6583.6,-218.0,-3.4246575342465753,0,0.9652761185709052
MN-UKW-02,Ukwa Mine,underground,2022,4,12.6,40.2,17.7,95.2,0.0,95.5,6337.0,6304.9,32.100000000000364,0.5065488401451849,0,1.0342465753424657
MN-UKW-02,Ukwa Mine,underground,2022,5,14.7,40.5,11.2,89.1,15.5,91.7,6261.1,5944.6,316.5,5.055022280429956,0,0.9949345115985482
MN-UKW-02,Ukwa Mine,underground,2022,6,249.3,35.6,47.6,76.6,26.1,97.1,6308.5,3727.7,2580.8,40.90988349052866,1,0.9494497771957005
MN-UKW-02,Ukwa Mine,underground,2022,7,305.3,30.9,67.4,76.5,28.5,84.3,6562.2,2482.6,4079.6,62.16817530706166,1,0.5909011650947135
MN-UKW-02,Ukwa Mine,underground,2022,8,291.7,28.6,63.6,86.8,14.7,92.9,6527.1,3848.0,2679.1000000000004,41.0457936909194,1,0.37831824692938343
MN-UKW-02,Ukwa Mine,underground,2022,9,189.1,28.0,42.2,87.1,13.0,83.3,6247.4,5283.7,963.6999999999998,15.425617056695584,1,0.589542063090806
MN-UKW-02,Ukwa Mine,underground,2022,10,87.1,31.7,26.4,90.4,16.6,85.9,6363.5,6035.3,328.1999999999998,5.1575390901233575,0,0.8457438294330442
MN-UKW-02,Ukwa Mine,underground,2022,11,24.9,22.9,11.6,90.1,13.7,91.7,6575.3,5970.5,604.8000000000002,9.198059404133653,0,0.9484246090987665
MN-UKW-02,Ukwa Mine,underground,2022,12,8.7,20.3,11.7,90.6,15.1,93.8,6412.4,6245.2,167.19999999999982,2.6074480693656015,0,0.9080194059586635
MN-UKW-02,Ukwa Mine,underground,2023,1,21.6,19.0,12.2,90.6,17.9,90.1,6446.7,6133.7,313.0,4.855197232692696,0,0.973925519306344
MN-UKW-02,Ukwa Mine,underground,2023,2,15.7,27.4,11.3,89.5,6.1,90.3,6533.1,6398.8,134.30000000000018,2.055685662243042,0,0.951448027673073
MN-UKW-02,Ukwa Mine,underground,2023,3,22.5,31.0,14.6,95.1,8.8,93.7,6256.7,6116.7,140.0,2.2376012914156025,0,0.9794431433775695
MN-UKW-02,Ukwa Mine,underground,2023,4,25.6,37.2,23.1,96.0,0.3,86.2,6409.3,6150.7,258.60000000000036,4.034761986488389,0,0.977623987085844
MN-UKW-02,Ukwa Mine,underground,2023,5,25.2,38.1,13.2,90.6,11.3,91.0,6338.2,6411.8,-73.60000000000036,-1.1612129626707957,0,0.9596523801351161
MN-UKW-02,Ukwa Mine,underground,2023,6,182.8,33.9,39.4,79.6,13.1,97.2,6521.1,5082.9,1438.2000000000007,22.054561347012015,1,1.011612129626708
MN-UKW-02,Ukwa Mine,underground,2023,7,420.0,30.2,86.4,79.5,26.3,92.8,6565.7,984.9,5580.8,84.99931461991866,1,0.7794543865298799
MN-UKW-02,Ukwa Mine,underground,2023,8,162.6,26.4,46.5,83.0,7.6,96.5,6362.1,5734.0,628.1000000000004,9.872526367080058,0,0.15000685380081333
MN-UKW-02,Ukwa Mine,underground,2023,9,182.0,30.8,48.9,83.5,22.0,97.6,6460.1,5654.5,805.6000000000004,12.470395195120823,1,0.9012747363291994
MN-UKW-02,Ukwa Mine,underground,2023,10,86.5,26.5,31.9,84.6,12.8,95.4,6349.0,5923.7,425.3000000000002,6.698692707512996,0,0.8752960480487918
MN-UKW-02,Ukwa Mine,underground,2023,11,13.3,23.5,10.9,95.7,2.3,88.7,6494.0,6360.2,133.80000000000018,2.060363412380662,0,0.93301307292487
MN-UKW-02,Ukwa Mine,underground,2023,12,7.4,17.7,5.0,96.5,0.0,85.5,6341.4,6582.8,-241.40000000000055,-3.8067303749960666,0,0.9793963658761934
MN-UKW-02,Ukwa Mine,underground,2024,1,18.2,22.0,18.5,95.6,2.7,86.7,6574.7,6532.7,42.0,0.6388124172966068,0,1.0380673037499606
MN-UKW-02,Ukwa Mine,underground,2024,2,7.6,23.4,10.8,98.1,0.0,92.1,6434.5,6417.7,16.800000000000182,0.26109254798352916,0,0.9936118758270339
MN-UKW-02,Ukwa Mine,underground,2024,3,25.0,29.3,13.4,92.4,12.6,89.3,6239.1,5954.3,284.8000000000002,4.5647609430847425,0,0.9973890745201647
MN-UKW-02,Ukwa Mine,underground,2024,4,26.1,36.6,17.7,99.0,0.0,91.9,6216.6,6223.2,-6.599999999999454,-0.10616735836308358,0,0.9543523905691526
MN-UKW-02,Ukwa Mine,underground,2024,5,22.7,40.0,11.0,88.9,0.0,98.9,6488.6,6303.9,184.70000000000073,2.8465308387017343,0,1.0010616735836309
MN-UKW-02,Ukwa Mine,underground,2024,6,126.3,32.5,26.5,90.3,18.2,92.8,6283.7,6104.1,179.59999999999945,2.8581886468163575,0,0.9715346916129827
MN-UKW-02,Ukwa Mine,underground,2024,7,247.9,31.0,58.4,78.9,28.0,91.3,6365.9,3821.9,2543.9999999999995,39.962927472941765,1,0.9714181135318364
MN-UKW-02,Ukwa Mine,underground,2024,8,306.3,29.8,61.7,82.8,11.9,91.1,6355.9,3117.5,3238.3999999999996,50.95108481882974,1,0.6003707252705823
MN-UKW-02,Ukwa Mine,underground,2024,9,190.5,28.5,50.0,83.5,15.3,82.6,6244.4,4616.6,1627.7999999999993,26.068157068733576,1,0.49048915181170255
MN-UKW-02,Ukwa Mine,underground,2024,10,46.9,28.5,19.4,86.6,9.8,84.0,6514.1,5837.5,676.6000000000004,10.386699620822528,1,0.7393184293126642
MN-UKW-02,Ukwa Mine,underground,2024,11,34.1,27.0,21.5,86.3,14.0,86.0,6585.2,6354.3,230.89999999999964,3.506347567272059,0,0.8961330037917747
MN-UKW-02,Ukwa Mine,underground,2024,12,2.7,20.7,5.0,92.2,7.6,95.7,6391.6,6251.9,139.70000000000073,2.185681206583652,0,0.9649365243272794
